"lon_deg","lat_deg"
-168.749999996585,-86.3874557703184
-168.749999998796,-79.1899781185295
164.473671061158,-73.8495458967467
-168.749999999191,-72.0740681026242
171.565748305498,-67.4252297651009
-168.749999999325,-65.0900301562663
178.315713417607,-59.7585569130794
-175.334431060727,-52.5833589753758
179.516400763834,-46.4466190835229
-174.086596697498,-39.9747255378545
-178.555887880593,-33.8171496430986
177.717311980162,-27.2928891771164
-177.058243993284,-20.9542458120382
-179.69960415497,-14.4463806564685
-176.074305958072,-7.05861533929533
-179.560021881575,-3.97883277516773e-09
-176.074305956499,7.05861533646695
-179.699604155082,14.4463806529435
-177.058243993461,20.9542458085414
177.717311979802,27.2928891729913
-178.555887881127,33.8171496389688
-174.086596698354,39.9747255337323
179.51640076295,46.4466190787035
-175.334431062255,52.5833589705546
178.315713410715,59.7585569077358
-168.750000000709,65.0900301560269
171.565748309037,67.4252297663812
-168.750000000843,72.0740681024471
164.473671059431,73.8495458980224
-168.750000001238,79.1899781183956
-168.750000003448,86.3874557702065
11.2500000034145,86.38745577256
-173.353913843065,-27.4317686101034
-173.353913843389,27.4317686066276
-168.749999998983,-58.2825255901738
-172.514628822575,-14.0253201413856
-172.514628821744,14.0253201385373
-168.749999995428,58.2825255831368
-172.362544229754,-3.9916471880482e-09
-168.749999998626,-45.5739942769585
-168.75,45.5739942753712
-168.749999999415,-33.1679172221827
-168.75,-20.9051574509335
-168.75,20.9051574481017
-168.75,33.1679172199623
-168.750000000759,-7.01154824065721
-168.749999999241,7.01154823782547
-162.165568940079,-52.5833589750866
-163.413403301425,-39.9747255365518
-164.146086156493,-27.4317686094502
-164.98537117821,-14.0253201413629
-165.137455772488,-3.99164671593462e-09
-164.985371177471,14.02532013856
-164.146086157053,27.4317686072808
-163.413403302723,39.974725535035
-162.165568936319,52.5833589677811
-161.425694043457,-7.05861533927558
-161.425694041973,7.0586153364867
-160.441756006382,-20.9542458113434
-160.441756006873,20.9542458092362
-155.815713417471,-59.7585569125149
-157.016400764481,-46.4466190832995
-158.94411211855,-33.8171496417592
-158.94411211973,33.8171496403082
-157.016400761839,46.4466190758529
-155.815713415313,59.7585569074557
-149.06574830847,-67.425229766649
-157.80039584478,-14.4463806557237
-157.939978120684,-3.97883134484992e-09
-157.800395845168,14.4463806536883
-149.06574831016,67.4252297648688
-155.21731197946,-27.2928891757445
-155.217311980504,27.2928891743633
-141.973671058874,-73.8495458981517
-152.857103248811,-40.0054817825012
-152.85710324684,40.005481774988
-141.973671061715,73.8495458966174
-154.254312713671,-7.19887659856558
-154.254312712207,7.19887659586501
-152.112054218149,-20.5994104847393
-152.112054219048,20.5994104834369
-148.615905403953,-52.5676550152151
-148.615905405811,52.5676550083442
-149.387435230119,-33.3657678108381
-149.524710669933,-13.9241265279675
-150.824068104799,-3.95452398986295e-09
-149.524710670684,13.9241265267508
-149.387435228537,33.3657678033034
-145.495360074365,-46.0460435572826
-146.403800487519,-26.6174318479493
-146.403800486142,26.6174318404223
-145.495360073797,46.0460435504378
-147.372212755222,-7.42959081289368
-147.372212755819,7.42959081176091
-124.584892442892,-79.841380966896
-124.584892449296,79.8413809657469
-141.902414868372,-59.8661434860483
-142.685723922954,-39.234161111352
-143.765029748989,-19.8399308989102
-143.76502974769,19.8399308914119
-142.68572392242,39.2341611045013
-141.902414868404,59.866143480929
-143.840030158512,-3.92122224986955e-09
-140.093613056304,-32.2749198777546
-141.370303614271,-13.10418586784
-141.37030361296,13.104185860388
-140.093613055721,32.2749198709483
-137.411630846763,-52.2951096976918
-139.145157194734,-6.47285963379057
-139.145157193342,6.47285962640246
-137.411630849844,52.2951096923354
-137.652806241518,-25.3266877642711
-137.652806240827,25.326687757559
-131.77342099425,-66.4175214325077
-134.26238458442,-44.5296219666568
-137.03252559027,-5.44185140040527e-09
-134.262384586712,44.529621960923
-131.77342098966,66.4175214321626
-135.315282247062,-18.5471504573721
-135.315282246221,18.5471504508049
-132.944183150529,-37.6237064727637
-132.944183151071,37.6237064667879
-133.046122863755,-12.0768987254776
-133.046122861397,12.0768987199833
-131.040269845499,-30.4910166205746
-131.040269845535,30.4910166147156
-128.245092126013,-58.4975317606609
-131.516184345117,-3.99517991327312
-131.516184342787,3.99517990991499
-128.245092127963,58.4975317557422
-128.790543249487,-23.8070076721806
-128.790543248416,23.807007667104
-126.250562903977,-50.7134130273867
-126.250562908081,50.7134130225961
-127.215164713227,-15.9045438312602
-127.2151647119,15.9045438268059
-124.839354554335,-42.9777833328316
-125.800458635152,-8.05491679984391
-125.800458632897,8.05491679669874
-124.839354556783,42.9777833278816
-123.750000000457,-35.2643896850394
-123.750000001506,35.2643896801726
-115.151744268555,-71.9435853518725
-124.323994274667,6.16508281332742e-10
-115.151744271606,71.9435853513677
-122.292664675752,-27.6050026479754
-122.292664675659,27.6050026433185
-116.049198415176,-63.7500527145139
-121.021435942273,-19.8969094041933
-121.021435941281,19.8969093999782
-116.049198411314,63.7500527138328
-119.858545534967,-12.1080979578835
-119.858545532861,12.1080979549268
-115.936476630952,-55.779590692185
-118.847306235317,-4.08713792775564
-118.84730623721,4.08713792828993
-115.936476634139,55.7795906876417
-115.960048079629,-47.8962636039185
-115.960048084254,47.8962635996979
-115.949954661849,-39.966949304919
-115.949954664769,39.9669493003146
-115.410472049531,-31.8079668252733
-115.410472049864,31.807966820782
-114.493265111406,-23.9200970677096
-114.493265110792,23.9200970636944
-113.665075958114,-16.0751815333876
-113.665075956219,16.0751815306076
-112.958135988606,-8.13449394754621
-112.958135990513,8.13449394833839
-78.7499999935678,-82.9884517635243
-111.917917219295,8.91711682764512e-10
-78.7500000064322,82.9884517635243
-108.674830597673,-35.9866632612797
-108.674830599643,35.9866632565178
-105.473807797046,-51.9932841109555
-107.033661990537,-44.0906280687367
-107.679173950009,-27.8298864891107
-107.679173949742,27.8298864852961
-107.033661995356,44.0906280650512
-105.473807800793,51.9932841068581
-103.144526252883,-59.7688858723932
-107.200300311837,-19.8712371398502
-106.705599268032,-12.0022333469104
-106.705599270084,12.0022333479886
-107.200300310196,19.8712371372496
-103.144526249546,59.7688858715387
-93.4767719006606,-75.4880138837914
-99.423097510944,-67.5278428634973
-106.257553301286,-4.08531505163446
-106.257553302331,4.085315053154
-99.4230975087287,67.5278428630317
-93.4767719037383,75.4880138836507
-100.65225158404,-31.4913266269003
-100.652251584014,31.4913266233107
-99.5897712061711,-39.619968218974
-100.455556716574,-23.4101137646574
-100.169450507655,-15.5462647432579
-99.9069233045415,-7.7552864428699
-99.9069233056989,7.75528644464712
-100.169450509917,15.5462647446909
-100.455556715209,23.4101137622519
-99.5897712110565,39.6199682158036
-96.8207993767685,-47.4513518025032
